PID,prompt_length,complexity,data_type,module,LLM_PRE,num_tokens,num_sentences,lexical_diversity,readability,noun_ratio,verb_ratio,adjective_ratio,num_named_entities,contains_table,contains_list,redundancy_score,compression_ratio,contains_numbers,contains_chain_of_thought,contains_output_constraints,is_multi_turn
156,58,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,21.4,0.25,0.125,0.25,1,False,False,1,7.25,False,False,False,False
157,51,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,14.3,0.375,0.125,0.125,1,False,False,1,6.375,False,False,False,False
158,49,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,6.4,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.444444444444445,False,False,False,False
159,52,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,17.8,0.25,0.125,0.25,1,False,False,1,6.5,False,False,False,False
160,50,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,15.5,0.25,0.125,0.25,1,False,False,1,6.25,False,False,False,False
161,48,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,11.9,0.375,0.125,0.125,1,False,False,0,6.0,False,False,False,False
162,50,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,14.3,0.375,0.125,0.125,1,False,False,1,6.25,False,False,False,False
163,47,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,11.9,0.375,0.125,0.125,1,False,False,0,5.875,False,False,False,False
164,45,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,10.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,1,False,False,0,5.0,False,False,False,False
165,45,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,10.7,0.125,0.25,0.125,1,False,False,1,5.625,False,False,False,False
166,46,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,10.7,0.375,0.125,0.125,1,False,False,1,5.75,False,False,False,False
167,46,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,10.7,0.375,0.125,0.125,1,False,False,1,5.75,False,False,False,False
168,47,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,10.7,0.375,0.125,0.125,1,False,False,1,5.875,False,False,False,False
169,49,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,11.9,0.375,0.125,0.125,1,False,False,1,6.125,False,False,False,False
170,44,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,7.2,0.375,0.125,0.125,1,False,False,0,5.5,False,False,False,False
171,44,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.5,False,False,False,False
172,47,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,11.9,0.25,0.125,0.25,1,False,False,1,5.875,False,False,False,False
173,53,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.888888888888889,False,False,False,False
174,47,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,10.7,0.375,0.125,0.125,1,False,False,1,5.875,False,False,False,False
175,59,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,17.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.555555555555555,False,False,False,False
176,51,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.666666666666667,False,False,False,False
177,48,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,14.3,0.375,0.125,0.125,1,False,False,1,6.0,False,False,False,False
178,49,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,8.8,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.444444444444445,False,False,False,False
179,64,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,11.5,0.4,0.1,0.1,1,False,False,1,6.4,False,False,False,False
180,62,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,15.9,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.888888888888889,False,False,False,False
181,50,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,11.9,0.375,0.125,0.125,1,False,False,1,6.25,False,False,False,False
182,44,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,6.4,0.2222222222222222,0.2222222222222222,0.1111111111111111,1,False,False,1,4.888888888888889,False,False,False,False
183,53,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.888888888888889,False,False,False,False
184,55,Simple,"['Numerical Data', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,6.111111111111111,False,False,False,False
185,43,Simple,"['Text', 'Tables']",report_generation,Mistral,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.375,False,False,False,False
186,48,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,11.9,0.375,0.125,0.125,1,False,False,1,6.0,False,False,False,False
187,53,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.888888888888889,False,False,False,False
188,52,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
189,61,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,15.9,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.777777777777778,False,False,False,False
190,51,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.666666666666667,False,False,False,False
191,61,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,9.2,0.4,0.1,0.1,1,False,False,1,6.1,False,False,False,False
192,45,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.625,False,False,False,False
193,61,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.777777777777778,False,False,False,False
194,54,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.0,False,False,False,False
195,60,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.666666666666667,False,False,False,False
196,54,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.0,False,False,False,False
197,55,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.111111111111111,False,False,False,False
198,48,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,11.9,0.375,0.125,0.125,1,False,False,1,6.0,False,False,False,False
199,60,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,17.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,6.666666666666667,False,False,False,False
200,50,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,8.8,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.555555555555555,False,False,False,False
201,64,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,15.9,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,7.111111111111111,False,False,False,False
202,57,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False
203,58,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,10.3,0.4,0.1,0.1,1,False,False,1,5.8,False,False,False,False
204,56,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.222222222222222,False,False,False,False
205,70,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,18.6,0.5,0.1,0.1,1,False,False,1,7.0,False,False,False,False
206,48,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.333333333333333,False,False,False,False
207,63,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,17.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,7.0,False,False,False,False
208,61,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,11.5,0.5,0.1,0.1,1,False,False,1,6.1,False,False,False,False
209,52,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
210,42,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.25,False,False,False,False
211,57,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False
212,53,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.888888888888889,False,False,False,False
213,52,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,8.8,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
214,52,Simple,"['Numerical Data', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,5.777777777777778,False,False,False,False
215,57,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False
216,51,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.666666666666667,False,False,False,False
217,70,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,18.6,0.5,0.1,0.1,1,False,False,1,7.0,False,False,False,False
218,52,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
219,61,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,15.9,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.777777777777778,False,False,False,False
220,51,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.666666666666667,False,False,False,False
221,61,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,9.2,0.4,0.1,0.1,1,False,False,1,6.1,False,False,False,False
222,45,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.625,False,False,False,False
223,61,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.777777777777778,False,False,False,False
224,54,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.0,False,False,False,False
225,60,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.666666666666667,False,False,False,False
226,54,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.0,False,False,False,False
227,55,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.111111111111111,False,False,False,False
228,48,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,11.9,0.375,0.125,0.125,1,False,False,1,6.0,False,False,False,False
229,60,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,17.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,6.666666666666667,False,False,False,False
230,50,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,8.8,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.555555555555555,False,False,False,False
231,64,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,15.9,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,7.111111111111111,False,False,False,False
232,57,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False
233,58,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,10.3,0.4,0.1,0.1,1,False,False,1,5.8,False,False,False,False
234,56,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.222222222222222,False,False,False,False
235,70,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,18.6,0.5,0.1,0.1,1,False,False,1,7.0,False,False,False,False
236,48,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.333333333333333,False,False,False,False
237,63,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,17.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,7.0,False,False,False,False
238,61,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,11.5,0.5,0.1,0.1,1,False,False,1,6.1,False,False,False,False
239,52,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
240,42,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.25,False,False,False,False
241,57,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False
242,53,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.888888888888889,False,False,False,False
243,52,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,8.8,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
244,52,Simple,"['Numerical Data', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,5.777777777777778,False,False,False,False
245,57,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False
246,51,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.666666666666667,False,False,False,False
247,70,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,18.6,0.5,0.1,0.1,1,False,False,1,7.0,False,False,False,False
248,52,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
249,61,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,15.9,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.777777777777778,False,False,False,False
250,51,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.666666666666667,False,False,False,False
251,61,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,9.2,0.4,0.1,0.1,1,False,False,1,6.1,False,False,False,False
252,45,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.625,False,False,False,False
253,61,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.777777777777778,False,False,False,False
254,54,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.0,False,False,False,False
255,60,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.666666666666667,False,False,False,False
256,54,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.0,False,False,False,False
257,55,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.111111111111111,False,False,False,False
258,48,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,11.9,0.375,0.125,0.125,1,False,False,1,6.0,False,False,False,False
259,60,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,17.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,6.666666666666667,False,False,False,False
260,50,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,8.8,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.555555555555555,False,False,False,False
261,64,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,15.9,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,7.111111111111111,False,False,False,False
262,57,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False
263,58,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,10.3,0.4,0.1,0.1,1,False,False,1,5.8,False,False,False,False
264,56,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.222222222222222,False,False,False,False
265,70,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,18.6,0.5,0.1,0.1,1,False,False,1,7.0,False,False,False,False
266,48,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.333333333333333,False,False,False,False
267,63,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,17.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,7.0,False,False,False,False
268,61,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,11.5,0.5,0.1,0.1,1,False,False,1,6.1,False,False,False,False
269,52,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
270,42,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.25,False,False,False,False
271,57,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False
272,53,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.888888888888889,False,False,False,False
273,52,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,8.8,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
274,52,Simple,"['Numerical Data', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,5.777777777777778,False,False,False,False
275,57,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False
276,51,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.666666666666667,False,False,False,False
277,70,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,18.6,0.5,0.1,0.1,1,False,False,1,7.0,False,False,False,False
278,52,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False
279,61,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,15.9,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.777777777777778,False,False,False,False
280,51,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,10.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.666666666666667,False,False,False,False
281,61,Simple,"['Text', 'Tables']",report_generation,Mistral,10,1,1.0,9.2,0.4,0.1,0.1,1,False,False,1,6.1,False,False,False,False
282,45,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.625,False,False,False,False
283,61,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.777777777777778,False,False,False,False
284,54,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.0,False,False,False,False
285,60,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,14.7,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.666666666666667,False,False,False,False
286,54,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.0,False,False,False,False
287,55,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.111111111111111,False,False,False,False
288,48,Simple,"['Text', 'Graphs & Charts']",report_generation,Mistral,8,1,1.0,11.9,0.375,0.125,0.125,1,False,False,1,6.0,False,False,False,False
289,60,Simple,"['Text', 'Tables']",report_generation,Mistral,9,1,1.0,17.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,6.666666666666667,False,False,False,False
290,40,Simple,Text,interactive_qa_chatbot,llma,9,1,0.8888888888888888,2.9,0.2222222222222222,0.0,0.1111111111111111,0,False,False,1,4.444444444444445,False,False,False,False
291,69,Medium,Text,interactive_qa_chatbot,llma,13,1,0.8461538461538461,9.2,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.3076923076923075,False,False,False,False
292,48,Simple,Text,interactive_qa_chatbot,llma,10,1,0.9,3.3,0.2,0.1,0.1,0,False,False,1,4.8,False,False,False,False
293,43,Simple,Text,interactive_qa_chatbot,llma,9,1,1.0,5.2,0.2222222222222222,0.1111111111111111,0.0,0,False,False,0,4.777777777777778,False,False,False,False
294,73,Medium,Text,interactive_qa_chatbot,llma,13,1,0.8461538461538461,9.2,0.23076923076923078,0.07692307692307693,0.07692307692307693,0,False,False,1,5.615384615384615,False,False,False,False
295,48,Simple,Text,interactive_qa_chatbot,llma,10,1,1.0,6.8,0.2,0.1,0.1,0,False,False,0,4.8,False,False,False,False
296,56,Medium,Text,interactive_qa_chatbot,llma,11,1,0.8181818181818182,6.0,0.2727272727272727,0.0,0.0,0,False,False,1,5.090909090909091,False,False,False,False
297,56,Simple,Text,interactive_qa_chatbot,llma,12,1,0.8333333333333334,6.4,0.25,0.08333333333333333,0.0,0,False,False,1,4.666666666666667,False,False,False,False
298,62,Medium,Numerical Data,interactive_qa_chatbot,llma,12,1,0.9166666666666666,6.4,0.3333333333333333,0.08333333333333333,0.0,0,False,False,1,5.166666666666667,False,False,False,False
299,49,Simple,Text,interactive_qa_chatbot,llma,9,1,0.8888888888888888,6.4,0.2222222222222222,0.0,0.1111111111111111,0,False,False,1,5.444444444444445,False,False,False,False
300,61,Simple,Text,interactive_qa_chatbot,llma,12,1,0.9166666666666666,6.4,0.25,0.08333333333333333,0.08333333333333333,0,False,False,1,5.083333333333333,False,False,False,False
301,53,Medium,Text,interactive_qa_chatbot,llma,10,1,0.9,8.0,0.2,0.2,0.0,0,False,False,1,5.3,False,False,False,False
302,42,Simple,Text,interactive_qa_chatbot,llma,9,1,0.8888888888888888,4.1,0.2222222222222222,0.0,0.1111111111111111,0,False,False,1,4.666666666666667,False,False,False,False
303,44,Medium,Text,interactive_qa_chatbot,llma,9,1,0.8888888888888888,6.4,0.2222222222222222,0.0,0.1111111111111111,0,False,False,1,4.888888888888889,False,False,False,False
304,64,Simple,Text,interactive_qa_chatbot,llma,13,1,0.8461538461538461,6.8,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,4.923076923076923,False,False,False,False
305,58,Simple,Text,interactive_qa_chatbot,llma,10,1,0.9,8.0,0.3,0.1,0.0,0,False,False,1,5.8,False,False,False,False
306,40,Medium,Text,interactive_qa_chatbot,llma,9,1,0.8888888888888888,5.2,0.2222222222222222,0.1111111111111111,0.0,0,False,False,1,4.444444444444445,False,False,False,False
307,44,Simple,Text,interactive_qa_chatbot,llma,9,1,0.8888888888888888,4.1,0.2222222222222222,0.0,0.1111111111111111,0,False,False,1,4.888888888888889,False,False,False,False
308,57,Simple,Text,interactive_qa_chatbot,llma,10,1,0.9,8.0,0.2,0.1,0.1,0,False,False,1,5.7,False,False,False,False
309,43,Simple,Text,interactive_qa_chatbot,llma,9,1,1.0,5.2,0.2222222222222222,0.1111111111111111,0.0,0,False,False,0,4.777777777777778,False,False,False,False
310,42,Simple,Text,interactive_qa_chatbot,llma,9,1,0.8888888888888888,4.1,0.2222222222222222,0.0,0.1111111111111111,0,False,False,1,4.666666666666667,False,False,False,False
311,44,Medium,Text,interactive_qa_chatbot,llma,9,1,0.8888888888888888,6.4,0.2222222222222222,0.0,0.1111111111111111,0,False,False,1,4.888888888888889,False,False,False,False
312,64,Simple,Text,interactive_qa_chatbot,llma,13,1,0.8461538461538461,6.8,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,4.923076923076923,False,False,False,False
313,58,Simple,Text,interactive_qa_chatbot,llma,10,1,0.9,8.0,0.3,0.1,0.0,0,False,False,1,5.8,False,False,False,False
