PID,prompt_length,complexity,data_type,module,num_tokens,num_sentences,lexical_diversity,readability,noun_ratio,verb_ratio,adjective_ratio,num_named_entities,contains_table,contains_list,redundancy_score,compression_ratio,contains_numbers,contains_chain_of_thought,contains_output_constraints,is_multi_turn,LLM
152,80,Complex,"['Text', 'Tables', 'Numerical Data']",report_generation,12,1,1.0,12.3,0.4166666666666667,0.0833333333333333,0.1666666666666666,1,False,False,1,6.666666666666667,False,False,False,False,Mistral
153,74,Medium,"['Graphs & Charts', 'Numerical Data']",report_generation,12,1,1.0,9.9,0.3333333333333333,0.0833333333333333,0.25,1,False,False,1,6.166666666666667,False,False,False,False,llma
154,72,Simple,"['Text', 'Numerical Data']",report_generation,12,1,1.0,13.5,0.3333333333333333,0.0833333333333333,0.25,1,False,False,1,6.0,False,False,False,False,Mistral
155,73,Medium,"['Text', 'Graphs & Charts', 'Numerical Data']",report_generation,14,1,1.0,9.9,0.3571428571428571,0.0714285714285714,0.2857142857142857,1,False,False,1,5.214285714285714,False,False,False,False,Mistral
156,75,Complex,"['Text', 'Tables', 'Numerical Data']",report_generation,12,1,1.0,12.3,0.5,0.0833333333333333,0.0833333333333333,1,False,False,1,6.25,False,False,False,False,Mistral
157,63,Medium,"['Text', 'Graphs & Charts']",report_generation,11,1,1.0,7.2,0.4545454545454545,0.0909090909090909,0.0909090909090909,1,False,False,1,5.727272727272728,False,False,False,False,Mistral
158,71,Simple,"['Text', 'Numerical Data']",report_generation,12,1,1.0,11.1,0.3333333333333333,0.0833333333333333,0.25,1,False,False,1,5.916666666666667,False,False,False,False,Claude
159,75,Medium,"['Graphs & Charts', 'Numerical Data']",report_generation,14,1,1.0,13.5,0.2857142857142857,0.0714285714285714,0.3571428571428571,1,False,False,1,5.357142857142857,False,False,False,False,Mistral
160,73,Complex,"['Text', 'Tables', 'Numerical Data']",report_generation,12,1,1.0,11.1,0.4166666666666667,0.0833333333333333,0.1666666666666666,1,False,False,1,6.083333333333333,False,False,False,False,Mistral
161,67,Medium,"['Text', 'Graphs & Charts']",report_generation,11,1,1.0,8.4,0.4545454545454545,0.0909090909090909,0.0909090909090909,1,False,False,1,6.090909090909091,False,False,False,False,llma
162,75,Simple,"['Numerical Data', 'Graphs & Charts']",report_generation,12,1,1.0,13.5,0.3333333333333333,0.0833333333333333,0.25,1,False,False,1,6.25,False,False,False,False,Mistral
163,70,Medium,"['Text', 'Graphs & Charts']",report_generation,13,1,1.0,11.9,0.3846153846153846,0.0769230769230769,0.2307692307692307,1,False,False,1,5.384615384615385,False,False,False,False,Mistral
164,66,Simple,Text,interactive_qa_chatbot,12,1,0.9166666666666666,6.4,0.3333333333333333,0.0,0.1666666666666666,0,False,False,1,5.5,False,False,False,False,llma
165,56,Medium,Text,interactive_qa_chatbot,11,1,1.0,4.8,0.3636363636363636,0.0909090909090909,0.0909090909090909,0,False,False,0,5.090909090909091,False,False,False,False,llma
166,58,Simple,Text,interactive_qa_chatbot,11,1,0.9090909090909092,10.7,0.2727272727272727,0.1818181818181818,0.0,0,False,False,1,5.2727272727272725,False,False,False,False,llma
167,79,Complex,Text,interactive_qa_chatbot,15,1,0.8666666666666667,8.8,0.2666666666666666,0.0666666666666666,0.0666666666666666,0,False,False,1,5.266666666666667,False,False,False,False,llma
168,55,Simple,Numerical Data,interactive_qa_chatbot,11,1,0.9090909090909092,6.0,0.1818181818181818,0.0909090909090909,0.1818181818181818,1,False,False,1,5.0,False,False,False,False,llma
169,57,Medium,Text,interactive_qa_chatbot,11,1,0.9090909090909092,6.0,0.2727272727272727,0.0,0.0909090909090909,1,False,False,1,5.181818181818182,False,False,False,False,llma
170,52,Simple,Numerical Data,interactive_qa_chatbot,10,1,1.0,8.0,0.4,0.0,0.0,0,False,False,0,5.2,False,False,False,False,llma
171,63,Medium,Text,interactive_qa_chatbot,11,1,0.9090909090909092,8.4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0,False,False,1,5.727272727272728,False,False,False,False,llma
172,49,Simple,Numerical Data,interactive_qa_chatbot,10,1,0.9,3.3,0.2,0.1,0.1,0,False,False,1,4.9,False,False,False,False,Mistral
173,67,Complex,Text,interactive_qa_chatbot,10,1,1.0,16.2,0.3,0.1,0.1,0,False,False,0,6.7,False,False,False,False,Mistral
174,64,Medium,Numerical Data,interactive_qa_chatbot,12,1,0.9166666666666666,6.4,0.25,0.0833333333333333,0.0833333333333333,0,False,False,1,5.333333333333333,False,False,False,False,llma
175,70,Simple,Text,interactive_qa_chatbot,14,1,0.9285714285714286,8.4,0.2857142857142857,0.2142857142857142,0.0,0,False,False,1,5.0,False,False,False,False,llma
176,57,Medium,Text,interactive_qa_chatbot,11,1,0.9090909090909092,6.0,0.2727272727272727,0.0909090909090909,0.0909090909090909,0,False,False,1,5.181818181818182,False,False,False,False,llma
177,76,Simple,Numerical Data,interactive_qa_chatbot,15,1,0.8666666666666667,6.4,0.2666666666666666,0.0666666666666666,0.0666666666666666,1,False,False,1,5.066666666666666,False,False,False,False,llma
178,81,Complex,Text,interactive_qa_chatbot,14,1,0.9285714285714286,9.5,0.2857142857142857,0.1428571428571428,0.0714285714285714,0,False,False,1,5.785714285714286,False,False,False,False,Claude
179,62,Simple,Numerical Data,interactive_qa_chatbot,11,1,0.9090909090909092,7.2,0.2727272727272727,0.0909090909090909,0.0909090909090909,1,False,False,1,5.636363636363637,False,False,False,False,llma
180,71,Medium,Text,interactive_qa_chatbot,10,1,1.0,15.1,0.4,0.1,0.1,0,False,False,0,7.1,False,False,False,False,llma
181,61,Simple,Numerical Data,interactive_qa_chatbot,12,1,0.9166666666666666,6.4,0.3333333333333333,0.0833333333333333,0.0833333333333333,0,False,False,1,5.083333333333333,False,False,False,False,llma
182,59,Simple,Text,interactive_qa_chatbot,12,1,1.0,6.4,0.1666666666666666,0.1666666666666666,0.0,0,False,False,0,4.916666666666667,False,False,False,False,llma
183,65,Medium,Text,interactive_qa_chatbot,14,1,0.8571428571428571,4.8,0.2142857142857142,0.0,0.1428571428571428,0,False,False,1,4.642857142857143,False,False,False,False,llma
184,57,Simple,Numerical Data,interactive_qa_chatbot,13,1,0.8461538461538461,4.4,0.3076923076923077,0.0769230769230769,0.0,1,False,False,1,4.384615384615385,False,False,False,False,llma
185,57,Complex,Text,interactive_qa_chatbot,10,1,1.0,9.2,0.2,0.1,0.1,0,False,False,1,5.7,False,False,False,False,llma
186,69,Simple,Numerical Data,interactive_qa_chatbot,12,1,0.9166666666666666,8.8,0.3333333333333333,0.0833333333333333,0.0833333333333333,0,False,False,1,5.75,False,False,False,False,llma
187,58,Medium,Text,interactive_qa_chatbot,11,1,0.9090909090909092,8.4,0.1818181818181818,0.0909090909090909,0.1818181818181818,0,False,False,1,5.2727272727272725,False,False,False,False,GPT
188,67,Simple,Numerical Data,interactive_qa_chatbot,12,1,0.9166666666666666,7.6,0.3333333333333333,0.0833333333333333,0.0833333333333333,1,False,False,1,5.583333333333333,False,False,False,False,GPT
189,54,Simple,Text,interactive_qa_chatbot,11,1,0.9090909090909092,6.0,0.1818181818181818,0.2727272727272727,0.0,0,False,False,1,4.909090909090909,False,False,False,False,llma
190,53,Medium,Text,interactive_qa_chatbot,10,1,1.0,8.0,0.2,0.1,0.1,0,False,False,0,5.3,False,False,False,False,GPT
191,66,Simple,Numerical Data,interactive_qa_chatbot,13,1,0.9230769230769232,4.4,0.3076923076923077,0.0769230769230769,0.1538461538461538,1,False,False,1,5.076923076923077,False,False,False,False,llma
192,72,Complex,Text,interactive_qa_chatbot,12,1,1.0,12.3,0.4166666666666667,0.0833333333333333,0.0,0,False,False,1,6.0,False,False,False,False,llma
193,57,Medium,Text,interactive_qa_chatbot,9,1,1.0,14.7,0.3333333333333333,0.1111111111111111,0.1111111111111111,0,False,False,0,6.333333333333333,False,False,False,False,llma
194,63,Simple,Numerical Data,interactive_qa_chatbot,12,1,0.9166666666666666,6.4,0.3333333333333333,0.0833333333333333,0.0833333333333333,1,False,False,1,5.25,False,False,False,False,llma
195,56,Simple,Text,interactive_qa_chatbot,12,1,1.0,5.2,0.25,0.1666666666666666,0.0,0,False,False,0,4.666666666666667,False,False,False,False,Claude
196,68,Complex,Text,interactive_qa_chatbot,12,1,0.9166666666666666,8.8,0.25,0.0833333333333333,0.1666666666666666,0,False,False,1,5.666666666666667,False,False,False,False,llma
197,69,Simple,Numerical Data,interactive_qa_chatbot,14,1,0.9285714285714286,7.2,0.2142857142857142,0.0714285714285714,0.2142857142857142,1,False,False,1,4.928571428571429,False,False,False,False,llma
198,58,Medium,Text,interactive_qa_chatbot,12,1,0.9166666666666666,4.0,0.3333333333333333,0.0,0.0833333333333333,0,False,False,1,4.833333333333333,False,False,False,False,llma
199,54,Simple,Numerical Data,interactive_qa_chatbot,10,1,0.9,8.0,0.2,0.1,0.1,1,False,False,1,5.4,False,False,False,False,llma
200,82,Complex,Text,interactive_qa_chatbot,15,1,1.0,11.1,0.2,0.1333333333333333,0.1333333333333333,0,False,False,1,5.466666666666667,False,False,False,False,llma
201,60,Medium,Text,interactive_qa_chatbot,11,1,0.9090909090909092,8.4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0,False,False,1,5.454545454545454,False,False,False,False,GPT
202,56,Simple,Numerical Data,interactive_qa_chatbot,11,1,0.9090909090909092,6.0,0.2727272727272727,0.0909090909090909,0.0909090909090909,1,False,False,1,5.090909090909091,False,False,False,False,llma
203,67,Simple,Text,interactive_qa_chatbot,12,1,0.9166666666666666,9.9,0.25,0.0833333333333333,0.1666666666666666,0,False,False,1,5.583333333333333,False,False,False,False,llma
204,68,Simple,Numerical Data,interactive_qa_chatbot,13,1,0.9230769230769232,5.6,0.3076923076923077,0.0769230769230769,0.0769230769230769,1,False,False,1,5.230769230769231,False,False,False,False,llma
205,61,Simple,Text,interactive_qa_chatbot,11,1,1.0,7.2,0.2727272727272727,0.2727272727272727,0.0,0,False,False,1,5.545454545454546,False,False,False,False,llma
206,69,Medium,Text,interactive_qa_chatbot,12,1,0.9166666666666666,7.6,0.25,0.0833333333333333,0.1666666666666666,0,False,False,1,5.75,False,False,False,False,llma
207,63,Simple,Numerical Data,interactive_qa_chatbot,12,1,0.9166666666666666,6.4,0.3333333333333333,0.0833333333333333,0.0833333333333333,1,False,False,1,5.25,False,False,False,False,llma
208,65,Complex,Text,interactive_qa_chatbot,13,1,0.9230769230769232,8.0,0.3076923076923077,0.0769230769230769,0.0,0,False,False,1,5.0,False,False,False,False,llma
209,62,Medium,Text,interactive_qa_chatbot,11,1,0.9090909090909092,8.4,0.2727272727272727,0.0,0.1818181818181818,0,False,False,1,5.636363636363637,False,False,False,False,Mistral
210,60,Simple,Numerical Data,interactive_qa_chatbot,11,1,0.9090909090909092,7.2,0.2727272727272727,0.0909090909090909,0.0909090909090909,0,False,False,1,5.454545454545454,False,False,False,False,llma
211,58,Simple,Text,interactive_qa_chatbot,11,1,1.0,8.4,0.2727272727272727,0.2727272727272727,0.0,0,False,False,0,5.2727272727272725,False,False,False,False,llma
212,65,Medium,Text,interactive_qa_chatbot,11,1,0.9090909090909092,13.1,0.2727272727272727,0.0909090909090909,0.0909090909090909,0,False,False,1,5.909090909090909,False,False,False,False,llma
213,62,Simple,Numerical Data,interactive_qa_chatbot,12,1,0.9166666666666666,6.4,0.25,0.0833333333333333,0.1666666666666666,1,False,False,1,5.166666666666667,False,False,False,False,llma
214,68,Complex,Text,interactive_qa_chatbot,14,1,0.9285714285714286,7.2,0.2857142857142857,0.0714285714285714,0.0714285714285714,1,False,False,2,4.857142857142857,False,False,False,False,Mistral
215,66,Medium,Text,interactive_qa_chatbot,11,1,0.9090909090909092,9.6,0.2727272727272727,0.0909090909090909,0.1818181818181818,0,False,False,1,6.0,False,False,False,False,llma
216,59,Simple,Numerical Data,interactive_qa_chatbot,11,1,0.9090909090909092,7.2,0.2727272727272727,0.0909090909090909,0.0909090909090909,1,False,False,1,5.363636363636363,False,False,False,False,llma
217,61,Simple,Text,interactive_qa_chatbot,12,1,1.0,6.4,0.1666666666666666,0.3333333333333333,0.0,0,False,False,0,5.083333333333333,False,False,False,False,llma
218,55,Simple,Text,multi_document_summarization,10,1,0.9,4.4,0.2,0.1,0.2,1,False,False,1,5.5,False,False,False,False,GPT
219,82,Medium,Text,multi_document_summarization,12,1,1.0,14.7,0.25,0.1666666666666666,0.1666666666666666,0,False,False,0,6.833333333333333,False,False,False,False,GPT
220,67,Simple,Text,multi_document_summarization,12,1,1.0,6.4,0.25,0.1666666666666666,0.0833333333333333,1,False,False,1,5.583333333333333,False,False,False,False,llma
221,80,Medium,Text,multi_document_summarization,15,1,0.8666666666666667,8.8,0.2666666666666666,0.0666666666666666,0.2,0,False,False,1,5.333333333333333,False,False,False,False,GPT
222,82,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,7.2,0.3571428571428571,0.0714285714285714,0.1428571428571428,1,False,False,1,5.857142857142857,False,False,False,False,Mistral
223,92,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,14.3,0.2142857142857142,0.0714285714285714,0.3571428571428571,0,False,False,1,6.571428571428571,False,False,False,False,GPT
224,74,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,7.2,0.2857142857142857,0.0714285714285714,0.1428571428571428,1,False,False,1,5.285714285714286,False,False,False,False,GPT
225,81,Medium,Text,multi_document_summarization,12,1,0.9166666666666666,13.5,0.25,0.0833333333333333,0.25,0,False,False,1,6.75,False,False,False,False,GPT
226,70,Simple,Text,multi_document_summarization,12,1,0.9166666666666666,6.4,0.3333333333333333,0.0833333333333333,0.1666666666666666,1,False,False,1,5.833333333333333,False,False,False,False,GPT
227,83,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,7.2,0.2857142857142857,0.1428571428571428,0.1428571428571428,1,False,False,1,5.928571428571429,False,False,False,False,Mistral
228,87,Simple,Text,multi_document_summarization,12,1,0.9166666666666666,15.8,0.25,0.0833333333333333,0.25,0,False,False,1,7.25,False,False,False,False,GPT
229,106,Medium,Text,multi_document_summarization,17,1,0.8823529411764706,14.3,0.2941176470588235,0.0588235294117647,0.1764705882352941,0,False,False,1,6.235294117647059,False,False,False,False,GPT
230,68,Simple,Text,multi_document_summarization,12,1,0.9166666666666666,6.4,0.3333333333333333,0.0833333333333333,0.1666666666666666,1,False,False,1,5.666666666666667,False,False,False,False,GPT
231,68,Medium,Text,multi_document_summarization,10,1,1.0,13.9,0.3,0.1,0.2,0,False,False,0,6.8,False,False,False,False,GPT
232,70,Simple,Text,multi_document_summarization,13,1,1.0,4.4,0.2307692307692307,0.1538461538461538,0.1538461538461538,1,False,False,1,5.384615384615385,False,False,False,False,GPT
233,83,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,10.3,0.3846153846153846,0.0769230769230769,0.1538461538461538,0,False,False,1,6.384615384615385,False,False,False,False,GPT
234,85,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,9.5,0.3571428571428571,0.0714285714285714,0.1428571428571428,1,False,False,1,6.071428571428571,False,False,False,False,Mistral
235,100,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,17.8,0.2142857142857142,0.0714285714285714,0.2857142857142857,0,False,False,1,7.142857142857143,False,False,False,False,GPT
236,82,Simple,Text,multi_document_summarization,15,1,0.9333333333333332,8.8,0.3333333333333333,0.0666666666666666,0.1333333333333333,1,False,False,1,5.466666666666667,False,False,False,False,llma
237,79,Medium,Text,multi_document_summarization,12,1,0.9166666666666666,11.1,0.25,0.0833333333333333,0.25,0,False,False,1,6.583333333333333,False,False,False,False,GPT
238,70,Simple,Text,multi_document_summarization,12,1,0.9166666666666666,6.4,0.3333333333333333,0.0833333333333333,0.1666666666666666,1,False,False,1,5.833333333333333,False,False,False,False,GPT
239,88,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,14.3,0.2857142857142857,0.0714285714285714,0.2142857142857142,0,False,False,1,6.285714285714286,False,False,False,False,GPT
240,81,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,7.2,0.3571428571428571,0.0714285714285714,0.1428571428571428,1,False,False,1,5.785714285714286,False,False,False,False,Claude
241,65,Medium,Text,multi_document_summarization,10,1,1.0,13.9,0.3,0.1,0.2,0,False,False,0,6.5,False,False,False,False,GPT
242,77,Simple,Text,multi_document_summarization,13,1,1.0,8.0,0.2307692307692307,0.1538461538461538,0.1538461538461538,1,False,False,1,5.923076923076923,False,False,False,False,GPT
243,80,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,11.5,0.3846153846153846,0.0769230769230769,0.1538461538461538,0,False,False,1,6.153846153846154,False,False,False,False,llma
244,73,Simple,Text,multi_document_summarization,12,1,0.9166666666666666,7.6,0.3333333333333333,0.0833333333333333,0.1666666666666666,1,False,False,1,6.083333333333333,False,False,False,False,GPT
245,101,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,15.4,0.2857142857142857,0.0714285714285714,0.2142857142857142,0,False,False,1,7.214285714285714,False,False,False,False,GPT
246,96,Simple,Text,multi_document_summarization,16,1,0.875,13.9,0.3125,0.0625,0.125,0,False,False,1,6.0,False,False,False,False,GPT
247,84,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,8.4,0.3571428571428571,0.0714285714285714,0.1428571428571428,1,False,False,1,6.0,False,False,False,False,llma
248,66,Simple,Text,multi_document_summarization,11,1,0.9090909090909092,7.2,0.2727272727272727,0.0909090909090909,0.1818181818181818,1,False,False,1,6.0,False,False,False,False,GPT
249,83,Medium,Text,multi_document_summarization,12,1,0.9166666666666666,15.8,0.25,0.0833333333333333,0.25,0,False,False,1,6.916666666666667,False,False,False,False,GPT
250,70,Simple,Text,multi_document_summarization,12,1,0.9166666666666666,6.4,0.3333333333333333,0.0833333333333333,0.1666666666666666,1,False,False,1,5.833333333333333,False,False,False,False,llma
251,75,Medium,Text,multi_document_summarization,11,1,1.0,16.6,0.3636363636363636,0.0909090909090909,0.1818181818181818,0,False,False,0,6.818181818181818,False,False,False,False,Claude
252,73,Simple,Text,multi_document_summarization,13,1,1.0,5.6,0.2307692307692307,0.1538461538461538,0.1538461538461538,1,False,False,1,5.615384615384615,False,False,False,False,GPT
253,80,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,10.3,0.3846153846153846,0.0769230769230769,0.1538461538461538,0,False,False,1,6.153846153846154,False,False,False,False,GPT
254,87,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,10.7,0.3571428571428571,0.0714285714285714,0.1428571428571428,0,False,False,1,6.214285714285714,False,False,False,False,GPT
255,95,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,15.4,0.2142857142857142,0.0714285714285714,0.2857142857142857,0,False,False,1,6.785714285714286,False,False,False,False,GPT
256,85,Simple,Text,multi_document_summarization,15,1,0.9333333333333332,8.8,0.3333333333333333,0.0666666666666666,0.1333333333333333,1,False,False,1,5.666666666666667,False,False,False,False,GPT
257,80,Medium,Text,multi_document_summarization,12,1,0.9166666666666666,14.7,0.25,0.0833333333333333,0.25,0,False,False,1,6.666666666666667,False,False,False,False,GPT
258,73,Simple,Text,multi_document_summarization,12,1,0.9166666666666666,7.6,0.3333333333333333,0.0833333333333333,0.1666666666666666,0,False,False,1,6.083333333333333,False,False,False,False,GPT
259,89,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,11.9,0.3571428571428571,0.0714285714285714,0.1428571428571428,0,False,False,1,6.357142857142857,False,False,False,False,GPT
260,83,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,8.4,0.3571428571428571,0.0714285714285714,0.1428571428571428,0,False,False,1,5.928571428571429,False,False,False,False,GPT
261,83,Medium,Text,multi_document_summarization,11,1,1.0,17.8,0.3636363636363636,0.0909090909090909,0.1818181818181818,0,False,False,0,7.545454545454546,False,False,False,False,GPT
262,81,Simple,Text,multi_document_summarization,15,1,1.0,9.2,0.2,0.1333333333333333,0.1333333333333333,1,False,False,1,5.4,False,False,False,False,GPT
263,81,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,11.5,0.3846153846153846,0.0769230769230769,0.1538461538461538,0,False,False,1,6.230769230769231,False,False,False,False,Mistral
264,77,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,8.8,0.2857142857142857,0.0714285714285714,0.1428571428571428,1,False,False,1,5.5,False,False,False,False,GPT
265,101,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,15.4,0.2857142857142857,0.0714285714285714,0.2142857142857142,0,False,False,1,7.214285714285714,False,False,False,False,GPT
266,91,Simple,Text,multi_document_summarization,16,1,0.875,11.5,0.3125,0.0625,0.125,0,False,False,1,5.6875,False,False,False,False,GPT
267,88,Medium,Text,multi_document_summarization,16,1,0.9375,9.5,0.3125,0.0625,0.125,1,False,False,1,5.5,False,False,False,False,GPT
268,70,Simple,Text,multi_document_summarization,13,1,0.9230769230769232,8.4,0.2307692307692307,0.0769230769230769,0.1538461538461538,1,False,False,1,5.384615384615385,False,False,False,False,GPT
269,76,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,10.3,0.2307692307692307,0.0769230769230769,0.1538461538461538,1,False,False,1,5.846153846153846,False,False,False,False,GPT
270,74,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,7.6,0.2857142857142857,0.0714285714285714,0.1428571428571428,1,False,False,1,5.285714285714286,False,False,False,False,GPT
271,82,Medium,Text,multi_document_summarization,11,1,1.0,20.2,0.2727272727272727,0.0909090909090909,0.2727272727272727,0,False,False,0,7.454545454545454,False,False,False,False,Claude
272,73,Simple,Text,multi_document_summarization,13,1,1.0,5.6,0.2307692307692307,0.1538461538461538,0.1538461538461538,1,False,False,1,5.615384615384615,False,False,False,False,GPT
273,83,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,12.7,0.3076923076923077,0.0769230769230769,0.2307692307692307,0,False,False,1,6.384615384615385,False,False,False,False,GPT
274,87,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,10.7,0.3571428571428571,0.0714285714285714,0.1428571428571428,0,False,False,1,6.214285714285714,False,False,False,False,GPT
275,88,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,10.7,0.2142857142857142,0.0714285714285714,0.2857142857142857,0,False,False,1,6.285714285714286,False,False,False,False,GPT
276,85,Simple,Text,multi_document_summarization,15,1,0.9333333333333332,8.8,0.3333333333333333,0.0666666666666666,0.1333333333333333,1,False,False,1,5.666666666666667,False,False,False,False,GPT
277,88,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,13.9,0.3076923076923077,0.0769230769230769,0.1538461538461538,0,False,False,1,6.769230769230769,False,False,False,False,GPT
278,73,Simple,Text,multi_document_summarization,12,1,0.9166666666666666,7.6,0.3333333333333333,0.0833333333333333,0.1666666666666666,1,False,False,1,6.083333333333333,False,False,False,False,GPT
279,90,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,13.1,0.2857142857142857,0.0714285714285714,0.2142857142857142,0,False,False,1,6.428571428571429,False,False,False,False,GPT
280,83,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,8.4,0.3571428571428571,0.0714285714285714,0.1428571428571428,0,False,False,1,5.928571428571429,False,False,False,False,GPT
281,84,Medium,Text,multi_document_summarization,11,1,1.0,19.0,0.2727272727272727,0.0909090909090909,0.2727272727272727,0,False,False,0,7.636363636363637,False,False,False,False,GPT
282,81,Simple,Text,multi_document_summarization,15,1,1.0,9.2,0.2,0.1333333333333333,0.1333333333333333,1,False,False,1,5.4,False,False,False,False,GPT
283,82,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,11.5,0.3846153846153846,0.0769230769230769,0.1538461538461538,0,False,False,1,6.307692307692308,False,False,False,False,Mistral
284,77,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,8.8,0.2857142857142857,0.0714285714285714,0.1428571428571428,1,False,False,1,5.5,False,False,False,False,llma
285,101,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,15.4,0.2857142857142857,0.0714285714285714,0.2142857142857142,0,False,False,1,7.214285714285714,False,False,False,False,Claude
286,93,Simple,Text,multi_document_summarization,16,1,0.875,10.3,0.3125,0.0625,0.125,0,False,False,1,5.8125,False,False,False,False,llma
287,88,Medium,Text,multi_document_summarization,16,1,0.9375,9.5,0.3125,0.0625,0.125,1,False,False,1,5.5,False,False,False,False,Mistral
288,70,Simple,Text,multi_document_summarization,13,1,0.9230769230769232,8.4,0.2307692307692307,0.0769230769230769,0.1538461538461538,1,False,False,1,5.384615384615385,False,False,False,False,Claude
289,87,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,16.2,0.3076923076923077,0.0769230769230769,0.1538461538461538,0,False,False,1,6.6923076923076925,False,False,False,False,GPT
290,74,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,7.6,0.2857142857142857,0.0714285714285714,0.1428571428571428,1,False,False,1,5.285714285714286,False,False,False,False,GPT
291,79,Medium,Text,multi_document_summarization,11,1,1.0,15.5,0.2727272727272727,0.0909090909090909,0.2727272727272727,0,False,False,0,7.181818181818182,False,False,False,False,GPT
292,72,Simple,Text,multi_document_summarization,13,1,1.0,5.6,0.2307692307692307,0.1538461538461538,0.1538461538461538,1,False,False,1,5.538461538461538,False,False,False,False,GPT
293,79,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,10.3,0.3076923076923077,0.0769230769230769,0.2307692307692307,0,False,False,1,6.076923076923077,False,False,False,False,Mistral
294,86,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,10.7,0.3571428571428571,0.0714285714285714,0.1428571428571428,0,False,False,1,6.142857142857143,False,False,False,False,llma
295,93,Medium,Text,multi_document_summarization,15,1,0.9333333333333332,11.1,0.2666666666666666,0.0666666666666666,0.2666666666666666,0,False,False,1,6.2,False,False,False,False,GPT
296,84,Simple,Text,multi_document_summarization,15,1,0.9333333333333332,8.8,0.3333333333333333,0.0666666666666666,0.1333333333333333,1,False,False,1,5.6,False,False,False,False,GPT
297,86,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,10.7,0.3571428571428571,0.0714285714285714,0.1428571428571428,0,False,False,2,6.142857142857143,False,False,False,False,GPT
298,72,Simple,Text,multi_document_summarization,12,1,0.9166666666666666,7.6,0.3333333333333333,0.0833333333333333,0.1666666666666666,0,False,False,1,6.0,False,False,False,False,Mistral
299,87,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,14.3,0.2857142857142857,0.0714285714285714,0.2142857142857142,0,False,False,1,6.214285714285714,False,False,False,False,GPT
300,82,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,8.4,0.3571428571428571,0.0714285714285714,0.1428571428571428,0,False,False,1,5.857142857142857,False,False,False,False,llma
301,82,Medium,Text,multi_document_summarization,11,1,1.0,19.0,0.2727272727272727,0.0909090909090909,0.2727272727272727,0,False,False,0,7.454545454545454,False,False,False,False,llma
302,80,Simple,Text,multi_document_summarization,15,1,1.0,8.0,0.2,0.1333333333333333,0.1333333333333333,1,False,False,1,5.333333333333333,False,False,False,False,GPT
303,91,Medium,Text,multi_document_summarization,13,1,0.9230769230769232,16.2,0.3846153846153846,0.0769230769230769,0.1538461538461538,0,False,False,1,7.0,False,False,False,False,GPT
304,76,Simple,Text,multi_document_summarization,14,1,0.9285714285714286,7.6,0.2857142857142857,0.0714285714285714,0.1428571428571428,1,False,False,1,5.428571428571429,False,False,False,False,GPT
305,100,Medium,Text,multi_document_summarization,14,1,0.9285714285714286,15.4,0.2857142857142857,0.0714285714285714,0.2142857142857142,0,False,False,1,7.142857142857143,False,False,False,False,GPT
306,100,Simple,Text,multi_document_summarization,17,1,0.8823529411764706,11.9,0.2941176470588235,0.0588235294117647,0.1764705882352941,0,False,False,1,5.882352941176471,False,False,False,False,GPT
307,87,Medium,Text,multi_document_summarization,16,1,0.9375,8.4,0.3125,0.0625,0.125,1,False,False,1,5.4375,False,False,False,False,GPT
